accession,bioproject,biosample,organism_name,group,environment,intraspecific_name,assembly_level,seq_rel_date,project,ftp_path
GCA_001465595.2,PRJNA305052,SAMN04316586,Pandoraea apista,Betaproteobacteria,Isolate,DSM 16535,Complete,2015-12-14T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/595/GCA_001465595.2_ASM146559v2
GCA_001509895.1,PRJNA266616,SAMN03366100,Bordetella pertussis,Betaproteobacteria,Isolate,H321,Complete,2016-01-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/895/GCA_001509895.1_ASM150989v1
GCA_001509915.1,PRJNA266616,SAMN03249376,Bordetella pertussis,Betaproteobacteria,Isolate,I979,Complete,2016-01-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/915/GCA_001509915.1_ASM150991v1
GCA_001549695.1,PRJDB3027,SAMD00022775,Bradyrhizobium diazoefficiens,Alphaproteobacteria,Isolate,NK6,Complete,2015-04-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/695/GCA_001549695.1_ASM154969v1
GCA_001558395.2,PRJNA231221,SAMN03996260,Bordetella pertussis,Betaproteobacteria,Isolate,FDAARGOS_179,Complete,2016-02-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/395/GCA_001558395.2_ASM155839v2
GCA_001605035.1,PRJNA266616,SAMN03249361,Bordetella pertussis,Betaproteobacteria,Isolate,H374,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/035/GCA_001605035.1_ASM160503v1
GCA_001605055.1,PRJNA266616,SAMN03249363,Bordetella pertussis,Betaproteobacteria,Isolate,H378,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/055/GCA_001605055.1_ASM160505v1
GCA_001605075.1,PRJNA266616,SAMN03249364,Bordetella pertussis,Betaproteobacteria,Isolate,H379,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/075/GCA_001605075.1_ASM160507v1
GCA_001605095.1,PRJNA266616,SAMN03249365,Bordetella pertussis,Betaproteobacteria,Isolate,H380,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/095/GCA_001605095.1_ASM160509v1
GCA_001605115.1,PRJNA266616,SAMN03249368,Bordetella pertussis,Betaproteobacteria,Isolate,H559,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/115/GCA_001605115.1_ASM160511v1
GCA_001605135.1,PRJNA266616,SAMN03249362,Bordetella pertussis,Betaproteobacteria,Isolate,H375,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/135/GCA_001605135.1_ASM160513v1
GCA_001605155.1,PRJNA266616,SAMN03249372,Bordetella pertussis,Betaproteobacteria,Isolate,H627,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/155/GCA_001605155.1_ASM160515v1
GCA_001605175.1,PRJNA266616,SAMN03249366,Bordetella pertussis,Betaproteobacteria,Isolate,H489,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/175/GCA_001605175.1_ASM160517v1
GCA_001605195.1,PRJNA266616,SAMN03249367,Bordetella pertussis,Betaproteobacteria,Isolate,H542,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/195/GCA_001605195.1_ASM160519v1
GCA_001605215.1,PRJNA266616,SAMN03249369,Bordetella pertussis,Betaproteobacteria,Isolate,H561,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/215/GCA_001605215.1_ASM160521v1
GCA_001605235.1,PRJNA266616,SAMN03249370,Bordetella pertussis,Betaproteobacteria,Isolate,H563,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/235/GCA_001605235.1_ASM160523v1
GCA_001605255.1,PRJNA266616,SAMN03249371,Bordetella pertussis,Betaproteobacteria,Isolate,H622,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/255/GCA_001605255.1_ASM160525v1
GCA_001605275.1,PRJNA266616,SAMN03249373,Bordetella pertussis,Betaproteobacteria,Isolate,C393,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/275/GCA_001605275.1_ASM160527v1
GCA_001605295.1,PRJNA266616,SAMN03249374,Bordetella pertussis,Betaproteobacteria,Isolate,E476,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/295/GCA_001605295.1_ASM160529v1
GCA_001605345.1,PRJNA266616,SAMN03249377,Bordetella pertussis,Betaproteobacteria,Isolate,H564,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/345/GCA_001605345.1_ASM160534v1
GCA_001605365.1,PRJNA266616,SAMN03167927,Bordetella pertussis,Betaproteobacteria,Isolate,H788,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/365/GCA_001605365.1_ASM160536v1
GCA_001605385.1,PRJNA266616,SAMN03249378,Bordetella pertussis,Betaproteobacteria,Isolate,I468,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/385/GCA_001605385.1_ASM160538v1
GCA_001605405.1,PRJNA266616,SAMN03249379,Bordetella pertussis,Betaproteobacteria,Isolate,I469,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/405/GCA_001605405.1_ASM160540v1
GCA_001605425.1,PRJNA266616,SAMN03249380,Bordetella pertussis,Betaproteobacteria,Isolate,I472,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/425/GCA_001605425.1_ASM160542v1
GCA_001605445.1,PRJNA266616,SAMN03216666,Bordetella pertussis,Betaproteobacteria,Isolate,I476,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/445/GCA_001605445.1_ASM160544v1
GCA_001605465.1,PRJNA266616,SAMN03216667,Bordetella pertussis,Betaproteobacteria,Isolate,I480,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/465/GCA_001605465.1_ASM160546v1
GCA_001605485.1,PRJNA266616,SAMN03216668,Bordetella pertussis,Betaproteobacteria,Isolate,I483,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/485/GCA_001605485.1_ASM160548v1
GCA_001605505.1,PRJNA266616,SAMN03216669,Bordetella pertussis,Betaproteobacteria,Isolate,I496,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/505/GCA_001605505.1_ASM160550v1
GCA_001605525.1,PRJNA266616,SAMN03216670,Bordetella pertussis,Betaproteobacteria,Isolate,I498,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/525/GCA_001605525.1_ASM160552v1
GCA_001605545.1,PRJNA266616,SAMN03216672,Bordetella pertussis,Betaproteobacteria,Isolate,I518,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/545/GCA_001605545.1_ASM160554v1
GCA_001605565.1,PRJNA266616,SAMN03216673,Bordetella pertussis,Betaproteobacteria,Isolate,I521,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/565/GCA_001605565.1_ASM160556v1
GCA_001605585.1,PRJNA266616,SAMN03216674,Bordetella pertussis,Betaproteobacteria,Isolate,I538,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/585/GCA_001605585.1_ASM160558v1
GCA_001605605.1,PRJNA266616,SAMN03216675,Bordetella pertussis,Betaproteobacteria,Isolate,I539,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/605/GCA_001605605.1_ASM160560v1
GCA_001605625.1,PRJNA266616,SAMN03216676,Bordetella pertussis,Betaproteobacteria,Isolate,I646,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/625/GCA_001605625.1_ASM160562v1
GCA_001605645.1,PRJNA266616,SAMN03216677,Bordetella pertussis,Betaproteobacteria,Isolate,I656,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/645/GCA_001605645.1_ASM160564v1
GCA_001605665.1,PRJNA266616,SAMN03216678,Bordetella pertussis,Betaproteobacteria,Isolate,I669,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/665/GCA_001605665.1_ASM160566v1
GCA_001605685.1,PRJNA266616,SAMN03216679,Bordetella pertussis,Betaproteobacteria,Isolate,I707,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/685/GCA_001605685.1_ASM160568v1
GCA_001628735.1,PRJNA266616,SAMN03249375,Bordetella pertussis,Betaproteobacteria,Isolate,I344,Complete,2016-04-22T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/735/GCA_001628735.1_ASM162873v1
GCA_001634365.1,PRJNA312505,SAMN04498477,Burkholderia sp. OLGA172,Betaproteobacteria,Isolate,OLGA172,Complete,2016-04-29T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/365/GCA_001634365.1_ASM163436v1
GCA_001636275.1,PRJNA319140,SAMN04889867,Pandoraea pnomenusa,Betaproteobacteria,Isolate,MCB032,Complete,2016-05-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/275/GCA_001636275.1_ASM163627v1
GCA_001642675.1,PRJNA282645,SAMN03573437,Bradyrhizobium diazoefficiens USDA 110,Alphaproteobacteria,Isolate,USDA 110,Complete,2016-05-12T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/675/GCA_001642675.1_ASM164267v1
GCA_001653355.1,PRJNA314834,SAMN04544372,Mycobacterium avium subsp. paratuberculosis,Actinobacteria,Isolate,MAP/TANUVAS/TN/India/2008,Complete,2016-05-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/355/GCA_001653355.1_ASM165335v1
GCA_001664005.1,PRJNA244670,SAMN05248104,Rhizobiales bacterium NRL2,Alphaproteobacteria,Isolate,NRL2,Complete,2016-06-17T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/664/005/GCA_001664005.1_ASM166400v1
GCA_001676705.1,PRJNA318508,SAMN05257177,Bordetella bronchialis,Betaproteobacteria,Isolate,AU3182,Complete,2016-06-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/705/GCA_001676705.1_ASM167670v1
GCA_001676745.1,PRJNA318508,SAMN05257179,Bordetella bronchialis,Betaproteobacteria,Isolate,AU17976,Complete,2016-06-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/745/GCA_001676745.1_ASM167674v1
GCA_001683455.1,PRJNA305474,SAMN04325949,Mycobacterium avium,Actinobacteria,Isolate,RCAD0278,Complete,2016-07-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/455/GCA_001683455.1_ASM168345v1
GCA_001686365.1,PRJNA321467,SAMN04867636,Bordetella pertussis,Betaproteobacteria,Isolate,VA-190,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/365/GCA_001686365.1_ASM168636v1
GCA_001686405.1,PRJNA321467,SAMN04867637,Bordetella pertussis,Betaproteobacteria,Isolate,VA-194,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/405/GCA_001686405.1_ASM168640v1
GCA_001686425.1,PRJNA321467,SAMN04867635,Bordetella pertussis,Betaproteobacteria,Isolate,VA-175,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/425/GCA_001686425.1_ASM168642v1
GCA_001686445.1,PRJNA321467,SAMN04867634,Bordetella pertussis,Betaproteobacteria,Isolate,VA-150,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/445/GCA_001686445.1_ASM168644v1
GCA_001686465.1,PRJNA321467,SAMN04867631,Bordetella pertussis,Betaproteobacteria,Isolate,VA-52,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/465/GCA_001686465.1_ASM168646v1
GCA_001686485.1,PRJNA321467,SAMN04867638,Bordetella pertussis,Betaproteobacteria,Isolate,VA-198,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/485/GCA_001686485.1_ASM168648v1
GCA_001686505.1,PRJNA321467,SAMN04867627,Bordetella pertussis,Betaproteobacteria,Isolate,VA-09,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/505/GCA_001686505.1_ASM168650v1
GCA_001686525.1,PRJNA321467,SAMN04867629,Bordetella pertussis,Betaproteobacteria,Isolate,VA-15,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/525/GCA_001686525.1_ASM168652v1
GCA_001686545.1,PRJNA321467,SAMN04867630,Bordetella pertussis,Betaproteobacteria,Isolate,VA-18,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/545/GCA_001686545.1_ASM168654v1
GCA_001686565.1,PRJNA321467,SAMN04867632,Bordetella pertussis,Betaproteobacteria,Isolate,VA-62,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/565/GCA_001686565.1_ASM168656v1
GCA_001686585.1,PRJNA321467,SAMN04867633,Bordetella pertussis,Betaproteobacteria,Isolate,VA-145,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/585/GCA_001686585.1_ASM168658v1
GCA_001686605.1,PRJNA321467,SAMN04867628,Bordetella pertussis,Betaproteobacteria,Isolate,VA-010,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/605/GCA_001686605.1_ASM168660v1
GCA_001686625.1,PRJNA321467,SAMN04994865,Bordetella pertussis,Betaproteobacteria,Isolate,UT25Sm1,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/625/GCA_001686625.1_ASM168662v1
GCA_001687385.1,PRJNA279196,SAMN03877216,Bordetella pertussis,Betaproteobacteria,Isolate,B203,Complete,2016-07-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/385/GCA_001687385.1_ASM168738v1
GCA_001687405.1,PRJNA279196,SAMN05333716,Bordetella pertussis,Betaproteobacteria,Isolate,B202,Complete,2016-07-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/405/GCA_001687405.1_ASM168740v1
GCA_001693385.1,PRJNA325367,SAMN05230120,Bradyrhizobium icense,Alphaproteobacteria,Isolate,LMTR 13,Complete,2016-07-25T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/385/GCA_001693385.1_ASM169338v1
GCA_001704295.1,PRJNA287884,SAMN03940794,Bordetella sp. H567,Betaproteobacteria,Isolate,H567,Complete,2016-08-12T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/295/GCA_001704295.1_ASM170429v1
GCA_001713415.1,PRJNA319832,SAMN04909708,Sphingobium sp. RAC03,Alphaproteobacteria,Isolate,RAC03,Complete,2016-08-25T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/713/415/GCA_001713415.1_ASM171341v1
GCA_001717955.1,PRJNA308882,SAMN04417200,Sphingomonas panacis,Alphaproteobacteria,Isolate,DCY99,Complete,2016-09-01T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/955/GCA_001717955.1_ASM171795v1
GCA_001831395.1,PRJNA279196,SAMN05770313,Bordetella pertussis,Betaproteobacteria,Isolate,J445,Complete,2016-10-24T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/395/GCA_001831395.1_ASM183139v1
GCA_001831415.1,PRJNA279196,SAMN05770314,Bordetella pertussis,Betaproteobacteria,Isolate,J446,Complete,2016-10-24T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/415/GCA_001831415.1_ASM183141v1
GCA_001831435.1,PRJNA279196,SAMN05770315,Bordetella pertussis,Betaproteobacteria,Isolate,J447,Complete,2016-10-24T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/435/GCA_001831435.1_ASM183143v1
GCA_001831455.1,PRJNA279196,SAMN05770316,Bordetella pertussis,Betaproteobacteria,Isolate,J448,Complete,2016-10-24T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/455/GCA_001831455.1_ASM183145v1
GCA_001887695.1,PRJNA347501,SAMN05890661,Bradyrhizobium japonicum,Alphaproteobacteria,Isolate,J5,Complete,2016-11-30T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/695/GCA_001887695.1_ASM188769v1
GCA_001908315.1,PRJNA298974,SAMN04191488,Bradyrhizobium diazoefficiens,Alphaproteobacteria,Isolate,USDA 122,Complete,2016-12-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/315/GCA_001908315.1_ASM190831v1
GCA_001922385.1,PRJNA445389,SAMN06040428,Sphingomonas koreensis,Alphaproteobacteria,Isolate,ABOJV,Complete,2016-12-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/385/GCA_001922385.1_ASM192238v1
GCA_001971645.1,PRJNA358463,SAMN06174288,Achromobacter insolitus,Betaproteobacteria,Isolate,DSM 23807,Complete,2017-01-26T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/645/GCA_001971645.1_ASM197164v1
GCA_001984925.1,PRJNA279196,SAMN03455331,Bordetella pertussis,Betaproteobacteria,Isolate,C571,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/925/GCA_001984925.1_ASM198492v1
GCA_001984945.1,PRJNA279196,SAMN03455332,Bordetella pertussis,Betaproteobacteria,Isolate,C958,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/945/GCA_001984945.1_ASM198494v1
GCA_001984965.1,PRJNA279196,SAMN03455333,Bordetella pertussis,Betaproteobacteria,Isolate,D521,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/965/GCA_001984965.1_ASM198496v1
GCA_001984985.1,PRJNA279196,SAMN03455334,Bordetella pertussis,Betaproteobacteria,Isolate,D879,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/985/GCA_001984985.1_ASM198498v1
GCA_001985005.1,PRJNA279196,SAMN03455335,Bordetella pertussis,Betaproteobacteria,Isolate,E150,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/005/GCA_001985005.1_ASM198500v1
GCA_001985025.1,PRJNA279196,SAMN03455336,Bordetella pertussis,Betaproteobacteria,Isolate,E555,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/025/GCA_001985025.1_ASM198502v1
GCA_001985045.1,PRJNA279196,SAMN03455337,Bordetella pertussis,Betaproteobacteria,Isolate,E587,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/045/GCA_001985045.1_ASM198504v1
GCA_001985065.1,PRJNA279196,SAMN03455338,Bordetella pertussis,Betaproteobacteria,Isolate,E809,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/065/GCA_001985065.1_ASM198506v1
GCA_001985085.1,PRJNA279196,SAMN03455339,Bordetella pertussis,Betaproteobacteria,Isolate,E976,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/085/GCA_001985085.1_ASM198508v1
GCA_001985105.1,PRJNA279196,SAMN03455340,Bordetella pertussis,Betaproteobacteria,Isolate,F011,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/105/GCA_001985105.1_ASM198510v1
GCA_001985125.1,PRJNA279196,SAMN03455341,Bordetella pertussis,Betaproteobacteria,Isolate,F034,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/125/GCA_001985125.1_ASM198512v1
GCA_001985145.1,PRJNA279196,SAMN03455342,Bordetella pertussis,Betaproteobacteria,Isolate,F658,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/145/GCA_001985145.1_ASM198514v1
GCA_001985165.1,PRJNA279196,SAMN03455343,Bordetella pertussis,Betaproteobacteria,Isolate,F670,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/165/GCA_001985165.1_ASM198516v1
GCA_001985205.1,PRJNA279196,SAMN03455345,Bordetella pertussis,Betaproteobacteria,Isolate,F687,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/205/GCA_001985205.1_ASM198520v1
GCA_001985225.1,PRJNA279196,SAMN03455346,Bordetella pertussis,Betaproteobacteria,Isolate,F948,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/225/GCA_001985225.1_ASM198522v1
GCA_001985245.1,PRJNA279196,SAMN03455347,Bordetella pertussis,Betaproteobacteria,Isolate,H520,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/245/GCA_001985245.1_ASM198524v1
GCA_001985265.1,PRJNA279196,SAMN03455348,Bordetella pertussis,Betaproteobacteria,Isolate,H579,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/265/GCA_001985265.1_ASM198526v1
GCA_001985285.1,PRJNA279196,SAMN03455349,Bordetella pertussis,Betaproteobacteria,Isolate,H637,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/285/GCA_001985285.1_ASM198528v1
GCA_001985305.1,PRJNA279196,SAMN03455350,Bordetella pertussis,Betaproteobacteria,Isolate,H665,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/305/GCA_001985305.1_ASM198530v1
GCA_001985325.1,PRJNA279196,SAMN03455351,Bordetella pertussis,Betaproteobacteria,Isolate,H703,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/325/GCA_001985325.1_ASM198532v1
GCA_001985345.1,PRJNA279196,SAMN03455352,Bordetella pertussis,Betaproteobacteria,Isolate,H707,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/345/GCA_001985345.1_ASM198534v1
GCA_001985365.1,PRJNA279196,SAMN03455353,Bordetella pertussis,Betaproteobacteria,Isolate,H729,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/365/GCA_001985365.1_ASM198536v1
GCA_001985385.1,PRJNA279196,SAMN03455354,Bordetella pertussis,Betaproteobacteria,Isolate,H740,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/385/GCA_001985385.1_ASM198538v1
GCA_001985405.1,PRJNA279196,SAMN03455355,Bordetella pertussis,Betaproteobacteria,Isolate,H754,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/405/GCA_001985405.1_ASM198540v1
GCA_001985425.1,PRJNA279196,SAMN03455356,Bordetella pertussis,Betaproteobacteria,Isolate,H765,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/425/GCA_001985425.1_ASM198542v1
GCA_001985445.1,PRJNA279196,SAMN03455357,Bordetella pertussis,Betaproteobacteria,Isolate,H784,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/445/GCA_001985445.1_ASM198544v1
GCA_001985465.1,PRJNA279196,SAMN03455358,Bordetella pertussis,Betaproteobacteria,Isolate,H800,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/465/GCA_001985465.1_ASM198546v1
GCA_001985485.1,PRJNA279196,SAMN03455359,Bordetella pertussis,Betaproteobacteria,Isolate,H806,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/485/GCA_001985485.1_ASM198548v1
GCA_001985505.1,PRJNA279196,SAMN03455360,Bordetella pertussis,Betaproteobacteria,Isolate,H810,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/505/GCA_001985505.1_ASM198550v1
