accession,name,ncbi_group,group,strain,biosample,bioproject,study,source,reference,status,size,gc,replicons,wgs,scaffolds,CDS,release_date,genbank_ftp,refseq_ftp
GCA_002108865.1,Bradyplant_associated canariense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBMA192,SAMN06077195,PRJna355573,isolate from plant,plant_associated,Chekireb et al. 2017,Contig,8.28751,62.9,,naFH01,180,7364,2017-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/108/865/GCA_002108865.1_ASM210886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/865/GCF_002108865.1_ASM210886v1
GCA_002108875.1,Bradyplant_associated canariense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBMA183,SAMN06088718,PRJna355588,isolate from plant,plant_associated,Chekireb et al. 2017,Contig,8.28877,63,,naFG01,183,7379,2017-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/108/875/GCA_002108875.1_ASM210887v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/875/GCF_002108875.1_ASM210887v1
GCA_002108905.1,Bradyplant_associated canariense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBMA510,SAMN06064765,PRJna355158,isolate from plant,plant_associated,Chekireb et al. 2017,Contig,8.36786,63,,naFJ01,159,7463,2017-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/108/905/GCA_002108905.1_ASM210890v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/905/GCF_002108905.1_ASM210890v1
GCA_002108965.1,Bradyplant_associated canariense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBMA181,SAMN06077202,PRJna355583,isolate from plant,plant_associated,Chekireb et al. 2017,Contig,8.29968,63,,naFE01,227,7368,2017-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/108/965/GCA_002108965.1_ASM210896v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/965/GCF_002108965.1_ASM210896v1
GCA_002108995.1,Bradyplant_associated canariense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBMA171,SAMN06077201,PRJna355582,isolate from plant,plant_associated,Chekireb et al. 2017,Contig,8.27956,63,,naFD01,195,7362,2017-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/108/995/GCA_002108995.1_ASM210899v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/995/GCF_002108995.1_ASM210899v1
GCA_900105125.1,Bradyplant_associated canariense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,GAS369,SAMN05444158,PRJEB16424,DOE isolate,isolate,na, Chromosome,7.84204,60.9,chromosome I:LT629750.1,,1,7291,2016-10-20T23:57:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/125/GCA_900105125.1_IMG-taxon_2693430033_annotated_assembly,
GCA_001641635.1,Bradyplant_associated centrolobii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BR 10245,SAMN04448272,PRJna301972,isolate,terrestrial,na,Scaffold,10.1111,63.2,,LUUB01,133,8820,2016-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/635/GCA_001641635.1_ASM164163v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/635/GCF_001641635.1_ASM164163v1
GCA_000261765.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 41267,SAMN02469472,PRJna77219,genome sequencing for microsymbionts of soybean,plant_associated,Tian et al. 2012 PnaS,Contig,9.12183,64,,AJQI01,563,8396,2012-05-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/261/765/GCA_000261765.1_41267,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/765/GCF_000261765.1_41267
GCA_000473025.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA 122,SAMN02441115,PRJna162997,Genomic Encylopedia of Root Nodulating Bacteria,plant_associated,na,Scaffold,8.97698,64,,AXAX01,101,8210,2013-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/025/GCA_000473025.1_ASM47302v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/025/GCF_000473025.1_ASM47302v1
GCA_001280585.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Is-1,SAMN03654026,PRJna283680,nodulation strain,plant_associated,Sakata et al. 2015,Scaffold,8.98388,64,,LGUJ01,104,8223,2015-09-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/585/GCA_001280585.1_ASM128058v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/585/GCF_001280585.1_ASM128058v1
GCA_001549695.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,NK6,SAMD00022775,PRJDB3027,isolate,isolate,Ida et al. 2015,Complete,10.4752,63.5453,chromosome Unknown:NZ_AP014685.1/AP014685.1; plasmid pNK6a:NZ_AP014659.1/AP014659.1; plasmid pNK6b:NZ_AP014686.1/AP014686.1; plasmid pNK6c:NZ_AP014687.1/AP014687.1; plasmid pNK6d:NZ_AP014688.1/AP014688.1,,5,8639,2015-04-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/695/GCA_001549695.1_ASM154969v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/695/GCF_001549695.1_ASM154969v1
GCA_001908315.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA 122,SAMN04191488,PRJna298974,isolate,isolate,na,Complete,9.13654,64,chromosome:NZ_CP013127.1/CP013127.1,,1,8302,2016-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/315/GCA_001908315.1_ASM190831v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/315/GCF_001908315.1_ASM190831v1
GCA_002531995.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Y21,SAMN07627173,PRJna403813,common bean symbionts,plant_associated,na,Contig,8.94177,64,,NWTE01,132,8327,2017-10-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/531/995/GCA_002531995.1_ASM253199v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/531/995/GCF_002531995.1_ASM253199v1
GCA_003183845.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,XF7,SAMN09205184,PRJna471208,isolate,isolate,na,Complete,9.2697,63.9,chromosome:NZ_CP029603.1/CP029603.1,,1,8354,2018-06-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/183/845/GCA_003183845.1_ASM318384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/183/845/GCF_003183845.1_ASM318384v1
GCA_004359355.1,Bradyplant_associated diazoefficiens,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,110spc4,SAMN10141985,PRJna493766,isolate,isolate,na,Complete,8.91061,64.1,chromosome:NZ_CP032617.1/CP032617.1,,1,8329,2019-03-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/359/355/GCA_004359355.1_ASM435935v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/359/355/GCF_004359355.1_ASM435935v1
GCA_000648595.2,Bradyplant_associated diazoefficiens SEMIA 5080,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SEMIA 5080,SAMN02739028,PRJna47329,isolate,isolate,na,Contig,9.08553,64,,ADOU02,13,8252,2014-04-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/648/595/GCA_000648595.2_ASM64859v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/595/GCF_000648595.1_ASM64859v2
GCA_000011365.1,Bradyplant_associated diazoefficiens USDA 110,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA110,SAMD00061083,PRJna17,isolate,plant_associated,na,Complete,9.10583,64.1,chromosome:NC_004463.1/BA000040.2,,1,8317,2002-12-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/365/GCA_000011365.1_ASM1136v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/365/GCF_000011365.1_ASM1136v1
GCA_001642675.1,Bradyplant_associated diazoefficiens USDA 110,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA 110,SAMN03573437,PRJna282645,isolate,plant_associated,Davis-Richardson et al. 2016,Complete,9.10606,64.1,chromosome:NZ_CP011360.1/CP011360.1,,1,8519,2016-05-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/675/GCA_001642675.1_ASM164267v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1
GCA_000878305.1,Bradyplant_associated elkanii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UASWS1015,SAMN03219996,PRJna268549,isolate,plant_associated,Crovadore et al. 2016,Contig,7.82075,64.6,,JXOF01,187,7077,2015-02-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/878/305/GCA_000878305.1_UASWS1015_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/878/305/GCF_000878305.1_UASWS1015_1.0
GCA_001718185.1,Bradyplant_associated elkanii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BLY6-1,SAMN04903903,PRJna319747,nodule strain,plant_associated,na,Scaffold,9.20257,63.8,,LXEM01,79,8172,2016-09-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/185/GCA_001718185.1_ASM171818v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/185/GCF_001718185.1_ASM171818v1
GCA_001718205.1,Bradyplant_associated elkanii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BLY3-8,SAMN04903904,PRJna319747,nodule strain,plant_associated,na,Scaffold,9.19892,63.8,,LWUI01,90,8161,2016-09-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/205/GCA_001718205.1_ASM171820v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/205/GCF_001718205.1_ASM171820v1
GCA_001868735.1,Bradyplant_associated elkanii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,TnphoA 33,SAMN05948933,PRJna351286,isolate,isolate,na,Scaffold,9.52981,63.7,,MOXO01,1002,8096,2016-11-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/868/735/GCA_001868735.1_BE_33,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/868/735/GCF_001868735.1_BE_33
GCA_004152955.1,Bradyplant_associated elkanii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,BR29,SAMN10868506,PRJna520827,root nodules soybean isolate,plant_associated,na,Contig,9.19635,63.8,,SEMA01,48,8390,2019-02-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/152/955/GCA_004152955.1_ASM415295v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/152/955/GCF_004152955.1_ASM415295v1
GCA_005298095.1,Bradyplant_associated elkanii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Semia 938,SAMN11585296,PRJna541436,isolate,isolate,na,Contig,8.78006,63.9,,SZZP01,80,7807,2019-05-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/298/095/GCA_005298095.1_ASM529809v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/298/095/GCF_005298095.1_ASM529809v1
GCA_006539665.1,Bradyplant_associated elkanii,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,NBRC 14791,SAMD00097547,PRJDB5987,isolate,isolate,na,Contig,9.26023,63.7,,BJNL01,289,8422,2019-06-12T22:49:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/539/665/GCA_006539665.1_ASM653966v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/665/GCF_006539665.1_ASM653966v1
GCA_000257685.2,Bradyplant_associated elkanii 587,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,587,SAMN02471378,PRJna86995,root nodule soybean,plant_associated,de Souza et al. 2012,Contig,8.67316,63.6,,AJJK01,2430,0,2012-04-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/685/GCA_000257685.2_BelkAss1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/685/GCF_000257685.2_BelkAss1.0
GCA_000261505.1,Bradyplant_associated elkanii CCBAU 05737,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 05737,SAMN02469485,PRJna77219,genome sequencing for microsymbionts of soybean,plant_associated,Tian et al. 2012 PnaS,Contig,9.77318,63.5,,AJPV01,751,8555,2012-05-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/261/505/GCA_000261505.1_05737,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/505/GCF_000261505.1_05737
GCA_000261525.1,Bradyplant_associated elkanii CCBAU 43297,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 43297,SAMN02469464,PRJna77219,genome sequencing for microsymbionts of soybean,plant_associated,Tian et al. 2012 PnaS,Contig,9.3477,63.7,,AJPW01,654,8197,2012-05-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/261/525/GCA_000261525.1_43297,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/525/GCF_000261525.1_43297
GCA_000472765.1,Bradyplant_associated elkanii USDA 3254,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA 3254,SAMN02441448,PRJna165319,Genomic Encylopedia of Root Nodulating Bacteria,plant_associated,na,Scaffold,8.97972,63.8,,AXAH01,85,7977,2013-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/765/GCA_000472765.1_ASM47276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/765/GCF_000472765.1_ASM47276v1
GCA_000473005.1,Bradyplant_associated elkanii USDA 3259,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA 3259,SAMN02440775,PRJna162999,Genomic Encylopedia of Root Nodulating Bacteria,plant_associated,na,Scaffold,8.72246,63.9,,AXAW01,101,7782,2013-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/005/GCA_000473005.1_ASM47300v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/005/GCF_000473005.1_ASM47300v1
GCA_000379145.1,Bradyplant_associated elkanii USDA 76,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA 76,SAMN02261261,PRJna162247,Genomic Encylopedia of Root Nodulating Bacteria,plant_associated,na,Scaffold,9.48477,63.7,,ARAG01,2,8534,2013-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/379/145/GCA_000379145.1_ASM37914v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/145/GCF_000379145.1_ASM37914v1
GCA_000519225.1,Bradyplant_associated elkanii USDA 94,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,USDA 94,SAMN02584917,PRJna165317,Genomic Encylopedia of Root Nodulating Bacteria,plant_associated,na,Scaffold,9.55889,63.7,,JAFC01,164,8504,2014-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/519/225/GCA_000519225.1_ASM51922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/225/GCF_000519225.1_ASM51922v1
GCA_000472965.1,Bradyplant_associated elkanii WSM1741,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,WSM1741,SAMN02441128,PRJna163007,Genomic Encylopedia of Root Nodulating Bacteria,plant_associated,na,Scaffold,7.95235,62.1,,AXAU01,69,7116,2013-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/965/GCA_000472965.1_ASM47296v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/965/GCF_000472965.1_ASM47296v1
GCA_000472865.1,Bradyplant_associated elkanii WSM2783,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,WSM2783,SAMN02441450,PRJna163061,Genomic Encylopedia of Root Nodulating Bacteria,plant_associated,na,Scaffold,9.90236,62.4,,AXAP01,217,8824,2013-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/865/GCA_000472865.1_ASM47286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/865/GCF_000472865.1_ASM47286v1
GCA_001189235.2,Bradyplant_associated embrapense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SEMIA 6208,SAMN03782074,PRJna287423,isolate,plant_associated,Daelamuta et al. 2015,Contig,8.26783,64,,LFIP02,36,7404,2015-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/189/235/GCA_001189235.2_ASM118923v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/235/GCF_001189235.2_ASM118923v2
GCA_900105845.1,Bradyplant_associated erythrophlei,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,MT12,SAMN05444164,PRJEB16459,DOE isolate,isolate,na,Contig,8.96717,63.8,,FNTH01,2,8054,2016-10-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/845/GCA_900105845.1_IMG-taxon_2690316366_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/845/GCF_900105845.1_IMG-taxon_2690316366_annotated_assembly
GCA_900129425.1,Bradyplant_associated erythrophlei,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,GAS138,SAMN05443248,PRJEB18194,DOE isolate,isolate,na, Chromosome,9.09214,61.4,chromosome I:NZ_LT670817.1/LT670817.1,,1,8280,2016-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/425/GCA_900129425.1_IMG-taxon_2695421015_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/425/GCF_900129425.1_IMG-taxon_2695421015_annotated_assembly
GCA_900129505.1,Bradyplant_associated erythrophlei,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,GAS242,SAMN05444169,PRJEB18202,DOE isolate,isolate,na, Chromosome,9.18475,61.9,chromosome I:NZ_LT670818.1/LT670818.1,,1,8302,2016-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/505/GCA_900129505.1_IMG-taxon_2695420948_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/505/GCF_900129505.1_IMG-taxon_2695420948_annotated_assembly
GCA_900129675.1,Bradyplant_associated erythrophlei,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,GAS478,SAMN05443247,PRJEB18219,DOE isolate,isolate,na,Contig,11.7386,61.4,,FSRD01,4,10570,2016-12-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/675/GCA_900129675.1_IMG-taxon_2698537050_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/675/GCF_900129675.1_IMG-taxon_2698537050_annotated_assembly
GCA_900142985.1,Bradyplant_associated erythrophlei,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,GAS401,SAMN05444170,PRJEB18408,DOE isolate,isolate,na, Chromosome,7.52522,61.2,chromosome I:NZ_LT670849.1/LT670849.1,,1,7027,2016-12-02T23:23:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/985/GCA_900142985.1_IMG-taxon_2695420919_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/985/GCF_900142985.1_IMG-taxon_2695420919_annotated_assembly
GCA_004212635.1,Bradyplant_associated genosp. SA-3,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Rp7b,SAMN08398334,PRJna420431,legumes,plant_associated,Beukes et al. 2016,Contig,8.72242,63.2,,PSRT01,388,7679,2019-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/212/635/GCA_004212635.1_ASM421263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/212/635/GCF_004212635.1_ASM421263v1
GCA_000473125.1,Bradyplant_associated genosp. SA-4 str. CB756,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CB756,SAMN02441117,PRJna87029,root nodulating bacteria,plant_associated,na,Scaffold,9.82688,63.6,,AXBC01,2,8827,2013-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/125/GCA_000473125.1_ASM47312v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/125/GCF_000473125.1_ASM47312v1
GCA_004114975.1,Bradyplant_associated guangdongense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 51649,SAMN02415993,PRJna229440,isolate,isolate,na,Complete,8.43799,63.2763,chromosome:NZ_CP030051.1/CP030051.1; plasmid unnamed:NZ_CP030052.1/CP030052.1,,2,7621,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/975/GCA_004114975.1_ASM411497v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/975/GCF_004114975.1_ASM411497v1
GCA_006483445.1,Bradyplant_associated guangdongense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SM32,SAMN08366480,PRJna430105,rice plant_associated,plant_associated,na,Contig,6.74921,64.1,,PPPT01,348,6220,2019-06-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/483/445/GCA_006483445.1_ASM648344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/483/445/GCF_006483445.1_ASM648344v1
GCA_004114915.1,Bradyplant_associated guangxiense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 53363,SAMN02418808,PRJna229447,isolate,isolate,na,Complete,8.20012,63.8791,chromosome:NZ_CP022219.1/CP022219.1; plasmid p53363:NZ_CP022220.1/CP022220.1,,2,7423,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/915/GCA_004114915.1_ASM411491v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/915/GCF_004114915.1_ASM411491v1
GCA_004114445.1,Bradyplant_associated guangzhouense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 53426,SAMN10256271,PRJna497392,peanut nodules,plant_associated,na,Scaffold,8.29528,63,,RDQZ01,103,7218,2019-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/445/GCA_004114445.1_ASM411444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/445/GCF_004114445.1_ASM411444v1
GCA_004114475.1,Bradyplant_associated guangzhouense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 53424,SAMN10256266,PRJna497384,peanut,plant_associated,na,Scaffold,8.28158,63.4,,RDQY01,100,7412,2019-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/475/GCA_004114475.1_ASM411447v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/475/GCF_004114475.1_ASM411447v1
GCA_004114955.1,Bradyplant_associated guangzhouense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CCBAU 51670,SAMN03459144,PRJna279921,bradyplant_associated genome squencing and assembly,plant_associated,na,Complete,8.13818,63.4344,chromosome:NZ_CP030053.1/CP030053.1; plasmid unnamed1:NZ_CP030054.1/CP030054.1,,2,7350,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/955/GCA_004114955.1_ASM411495v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/955/GCF_004114955.1_ASM411495v1
GCA_001693385.1,Bradyplant_associated icense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,LMTR 13,SAMN05230120,PRJna325367,root nodules,plant_associated,Duran et al. 2014,Complete,8.32277,62,chromosome:NZ_CP016428.1/CP016428.1,,1,7456,2016-07-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/385/GCA_001693385.1_ASM169338v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1
GCA_005768645.1,Bradyplant_associated icense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,S2_003_000_R3_21,SAMN07426521,PRJna376580,hospital surface,built_environment,Olm et al. 2019,Scaffold,4.90713,62.5,,VAFH01,2236,5648,2019-05-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/768/645/GCA_005768645.1_ASM576864v1,
GCA_000773865.1,Bradyplant_associated japonicum,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,Is-34,SAMN03083461,PRJna262497,isolate,plant_associated,Tsurumaru et al. 2014,Scaffold,10.3266,63,,JRPN01,248,9376,2014-11-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/865/GCA_000773865.1_ASM77386v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/773/865/GCF_000773865.1_ASM77386v1
GCA_000807315.1,Bradyplant_associated japonicum,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,E109,SAMN03262953,PRJna270102,isolate,plant_associated,Torres et al. 2015,Complete,9.22421,63.7,chromosome:NZ_CP010313.1/CP010313.1,,1,8404,2014-12-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/315/GCA_000807315.1_ASM80731v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/315/GCF_000807315.1_ASM80731v1
