>2582580538_2582678739,ME16806DRAFT_00697
>GCA_002471325.1_OGJKKEBK_00391,Short-chain-enoyl-CoA
>GCA_002471325.1_OGJKKEBK_00392,Formyl-CoA:oxalate
>GCA_002471325.1_OGJKKEBK_00393,hypothetical
>GCA_002471325.1_OGJKKEBK_01148,3,6-anhydro-alpha-L-galactonate
>GCA_002471325.1_OGJKKEBK_01149,hypothetical
>GCA_002471325.1_OGJKKEBK_01150,RNA
>GCA_002471325.1_OGJKKEBK_01151,Alpha-ketoglutarate-dependent
>GCA_002471325.1_OGJKKEBK_01152,Dihydroanticapsin
>GCA_002471325.1_OGJKKEBK_01153,hypothetical
>GCA_002471325.1_OGJKKEBK_01154,hypothetical
>GCA_002471325.1_OGJKKEBK_02265,hypothetical
>GCA_002471325.1_OGJKKEBK_02266,hypothetical
>GCA_002471325.1_OGJKKEBK_02267,hypothetical
>GCA_002471325.1_OGJKKEBK_02268,Alpha-ketoglutarate-dependent
>GCA_002471325.1_OGJKKEBK_02269,Alpha-ketoglutarate-dependent
>GCA_002471325.1_OGJKKEBK_02270,Choline-sulfatase
>GCA_002471325.1_OGJKKEBK_02271,Succinyl-CoA--L-malate
>GCA_002471325.1_OGJKKEBK_02818,hypothetical
>GCA_002471325.1_OGJKKEBK_02819,Alanine
>GCA_002471325.1_OGJKKEBK_02820,hypothetical
>GCA_002471325.1_OGJKKEBK_02821,Alpha-ketoglutarate-dependent
>GCA_002471325.1_OGJKKEBK_02822,hypothetical
>GCA_002471325.1_OGJKKEBK_02823,hypothetical
>GCA_002471325.1_OGJKKEBK_02824,L-allo-threonine
>GCA_002684675.1_BJODFGID_00921,hypothetical
>GCA_002684675.1_BJODFGID_00922,hypothetical
>GCA_002684675.1_BJODFGID_00923,Glucose-6-phosphate
>GCA_002684675.1_BJODFGID_00924,Alpha-ketoglutarate-dependent
>GCA_002684675.1_BJODFGID_00925,Deacetylase
>GCA_002684675.1_BJODFGID_00926,Cephalosporin-C
>GCA_002684675.1_BJODFGID_00927,Cephalosporin-C
>GCA_002690215.1_DKNGIMPI_02680,hypothetical
>GCA_002690215.1_DKNGIMPI_02681,hypothetical
>GCA_002690215.1_DKNGIMPI_02682,Calcium
>GCA_002690215.1_DKNGIMPI_02683,Alpha-ketoglutarate-dependent
>GCA_002690215.1_DKNGIMPI_02684,Blue-light-activated
>GCA_002690215.1_DKNGIMPI_02685,Disulfide-bond
>GCA_002690215.1_DKNGIMPI_02686,NADH-dependent
>GCA_002690995.1_JLOCAPCO_00055,Aldo-keto
>GCA_002690995.1_JLOCAPCO_00056,hypothetical
>GCA_002690995.1_JLOCAPCO_00057,Succinyl-CoA--L-malate
>GCA_002690995.1_JLOCAPCO_00058,Alpha-ketoglutarate-dependent
>GCA_002690995.1_JLOCAPCO_00059,hypothetical
>GCA_002690995.1_JLOCAPCO_00060,hypothetical
>GCA_002690995.1_JLOCAPCO_00061,hypothetical
>GCA_002690995.1_JLOCAPCO_00674,hypothetical
>GCA_002690995.1_JLOCAPCO_00675,hypothetical
>GCA_002690995.1_JLOCAPCO_00676,hypothetical
>GCA_002690995.1_JLOCAPCO_00677,Alpha-ketoglutarate-dependent
>GCA_002690995.1_JLOCAPCO_00678,hypothetical
>GCA_002690995.1_JLOCAPCO_00679,hypothetical
>GCA_002690995.1_JLOCAPCO_00680,hypothetical
>GCA_002690995.1_JLOCAPCO_00687,hypothetical
>GCA_002690995.1_JLOCAPCO_00688,hypothetical
>GCA_002690995.1_JLOCAPCO_00689,Dihydroanticapsin
>GCA_002690995.1_JLOCAPCO_00690,Alpha-ketoglutarate-dependent
>GCA_002690995.1_JLOCAPCO_00691,RNA
>GCA_002690995.1_JLOCAPCO_00692,hypothetical
>GCA_002690995.1_JLOCAPCO_00693,3,6-anhydro-alpha-L-galactonate
>GCA_002690995.1_JLOCAPCO_00969,hypothetical
>GCA_002690995.1_JLOCAPCO_00970,Flavin-dependent
>GCA_002690995.1_JLOCAPCO_00971,putative
>GCA_002690995.1_JLOCAPCO_00972,Alpha-ketoglutarate-dependent
>GCA_002690995.1_JLOCAPCO_00973,hypothetical
>GCA_002690995.1_JLOCAPCO_00974,O-ureido-L-serine
>GCA_002690995.1_JLOCAPCO_00976,Prolyl-tRNA
>GCA_002690995.1_JLOCAPCO_01305,Aryl-alcohol
>GCA_002690995.1_JLOCAPCO_01306,putative
>GCA_002690995.1_JLOCAPCO_01307,Formyl-CoA:oxalate
>GCA_002690995.1_JLOCAPCO_01308,Alpha-ketoglutarate-dependent
>GCA_002690995.1_JLOCAPCO_01309,Alpha-ketoglutarate-dependent
>GCA_002690995.1_JLOCAPCO_01310,hypothetical
>GCA_002690995.1_JLOCAPCO_01311,2-(hydroxymethyl)glutarate
>GCA_002690995.1_JLOCAPCO_01312,Succinyl-CoA--L-malate
>GCA_002691795.1_NFCLBBLO_00797,hypothetical
>GCA_002691795.1_NFCLBBLO_00798,Putative
>GCA_002691795.1_NFCLBBLO_00799,Cystathionine
>GCA_002691795.1_NFCLBBLO_00800,Alpha-ketoglutarate-dependent
>GCA_002691795.1_NFCLBBLO_00801,hypothetical
>GCA_002691795.1_NFCLBBLO_00802,hypothetical
>GCA_002691795.1_NFCLBBLO_00803,hypothetical
>GCA_002692375.1_HDNKIDJD_00181,hypothetical
>GCA_002692375.1_HDNKIDJD_00182,hypothetical
>GCA_002692375.1_HDNKIDJD_00183,Dihydroanticapsin
>GCA_002692375.1_HDNKIDJD_00184,Alpha-ketoglutarate-dependent
>GCA_002692375.1_HDNKIDJD_00185,RNA
>GCA_002692375.1_HDNKIDJD_00186,hypothetical
>GCA_002692375.1_HDNKIDJD_00187,3,6-anhydro-alpha-L-galactonate
>GCA_002692375.1_HDNKIDJD_00398,hypothetical
>GCA_002692375.1_HDNKIDJD_00399,Choline-sulfatase
>GCA_002692375.1_HDNKIDJD_00400,Alpha-ketoglutarate-dependent
>GCA_002692375.1_HDNKIDJD_00401,Alpha-ketoglutarate-dependent
>GCA_002692375.1_HDNKIDJD_00402,hypothetical
>GCA_002692375.1_HDNKIDJD_00403,hypothetical
>GCA_002692375.1_HDNKIDJD_00404,hypothetical
>GCA_002692375.1_HDNKIDJD_00736,hypothetical
>GCA_002692375.1_HDNKIDJD_00737,Alanine
>GCA_002692375.1_HDNKIDJD_00738,hypothetical
>GCA_002692375.1_HDNKIDJD_00739,Alpha-ketoglutarate-dependent
>GCA_002692375.1_HDNKIDJD_00740,hypothetical
>GCA_002692375.1_HDNKIDJD_00741,hypothetical
>GCA_002692375.1_HDNKIDJD_00742,L-allo-threonine
>GCA_002692375.1_HDNKIDJD_00923,putative
>GCA_002692375.1_HDNKIDJD_00924,Formyl-CoA:oxalate
>GCA_002692375.1_HDNKIDJD_00925,Short-chain-enoyl-CoA
>GCA_002692375.1_HDNKIDJD_00926,Alpha-ketoglutarate-dependent
>GCA_002692375.1_HDNKIDJD_00927,Alpha-ketoglutarate-dependent
>GCA_002692375.1_HDNKIDJD_00928,hypothetical
>GCA_002692375.1_HDNKIDJD_00929,3-hydroxyisobutyrate
>GCA_002692375.1_HDNKIDJD_00930,Aldo-keto
>GCA_002692905.1_JOMOLLDP_00775,Gamma-glutamylanilide
>GCA_002692905.1_JOMOLLDP_00776,hypothetical
>GCA_002692905.1_JOMOLLDP_00777,hypothetical
>GCA_002692905.1_JOMOLLDP_00778,Alpha-ketoglutarate-dependent
>GCA_002692905.1_JOMOLLDP_00779,Limonene
>GCA_002692905.1_JOMOLLDP_00780,hypothetical
>GCA_002692905.1_JOMOLLDP_00781,Oxygen-dependent
>GCA_002692905.1_JOMOLLDP_01586,hypothetical
>GCA_002692905.1_JOMOLLDP_01587,hypothetical
>GCA_002692905.1_JOMOLLDP_01588,Phenolic
>GCA_002692905.1_JOMOLLDP_01589,Alpha-ketoglutarate-dependent
>GCA_002692905.1_JOMOLLDP_01590,hypothetical
>GCA_002692905.1_JOMOLLDP_01591,Alkanesulfonate
>GCA_002692905.1_JOMOLLDP_01592,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
>GCA_002693105.1_GEEHKDHE_00170,hypothetical
>GCA_002693105.1_GEEHKDHE_00171,Alpha-ketoglutarate-dependent
>GCA_002693105.1_GEEHKDHE_00172,hypothetical
>GCA_002693105.1_GEEHKDHE_00173,Alpha-ketoglutarate-dependent
>GCA_002693105.1_GEEHKDHE_00174,Phthiocerol/phenolphthiocerol
>GCA_002693105.1_GEEHKDHE_00175,3-octaprenyl-4-hydroxybenzoate
>GCA_002693105.1_GEEHKDHE_00176,Riboflavin
>GCA_002693105.1_GEEHKDHE_00289,Oxygen-dependent
>GCA_002693105.1_GEEHKDHE_00290,hypothetical
>GCA_002693105.1_GEEHKDHE_00291,Limonene
>GCA_002693105.1_GEEHKDHE_00292,Alpha-ketoglutarate-dependent
>GCA_002693105.1_GEEHKDHE_00293,hypothetical
>GCA_002693105.1_GEEHKDHE_00294,hypothetical
>GCA_002693105.1_GEEHKDHE_00295,hypothetical
>GCA_002693105.1_GEEHKDHE_01754,Disulfide-bond
>GCA_002693105.1_GEEHKDHE_01755,Long-chain-alcohol
>GCA_002693105.1_GEEHKDHE_01756,Phenolic
>GCA_002693105.1_GEEHKDHE_01757,Alpha-ketoglutarate-dependent
>GCA_002693105.1_GEEHKDHE_01758,hypothetical
>GCA_002693105.1_GEEHKDHE_01759,Alkanesulfonate
>GCA_002693105.1_GEEHKDHE_01760,2-hydroxymuconate
>GCA_002693245.1_NJHPHEDC_00570,2',3'-cyclic-nucleotide
>GCA_002693245.1_NJHPHEDC_00571,hypothetical
>GCA_002693245.1_NJHPHEDC_00572,Peptidyl-prolyl
>GCA_002693245.1_NJHPHEDC_00573,Alpha-ketoglutarate-dependent
>GCA_002693245.1_NJHPHEDC_00574,hypothetical
>GCA_002693245.1_NJHPHEDC_00575,Enoyl-CoA-hydratase
>GCA_002693245.1_NJHPHEDC_00576,Competence
>GCA_002695715.1_MFEFELCF_02216,hypothetical
>GCA_002695715.1_MFEFELCF_02217,hypothetical
>GCA_002695715.1_MFEFELCF_02218,hypothetical
>GCA_002695715.1_MFEFELCF_02219,Alpha-ketoglutarate-dependent
>GCA_002695715.1_MFEFELCF_02220,hypothetical
>GCA_002695715.1_MFEFELCF_02221,hypothetical
>GCA_002695715.1_MFEFELCF_02222,hypothetical
>GCA_002696205.1_CJPIOFEA_01464,hypothetical
>GCA_002696205.1_CJPIOFEA_01465,hypothetical
>GCA_002696205.1_CJPIOFEA_01466,hypothetical
>GCA_002696205.1_CJPIOFEA_01467,Alpha-ketoglutarate-dependent
>GCA_002696205.1_CJPIOFEA_01468,hypothetical
>GCA_002696205.1_CJPIOFEA_01469,hypothetical
>GCA_002696205.1_CJPIOFEA_01470,hypothetical
>GCA_002696205.1_CJPIOFEA_02804,hypothetical
>GCA_002696205.1_CJPIOFEA_02805,hypothetical
>GCA_002696205.1_CJPIOFEA_02806,Octopine
>GCA_002696205.1_CJPIOFEA_02807,Alpha-ketoglutarate-dependent
>GCA_002696205.1_CJPIOFEA_02808,hypothetical
>GCA_002696205.1_CJPIOFEA_02809,Outer
>GCA_002696205.1_CJPIOFEA_02810,hypothetical
>GCA_002701455.1_FMAJACMO_00364,hypothetical
>GCA_002701455.1_FMAJACMO_00365,Alanine
>GCA_002701455.1_FMAJACMO_00366,hypothetical
>GCA_002701455.1_FMAJACMO_00367,Alpha-ketoglutarate-dependent
>GCA_002701455.1_FMAJACMO_00368,hypothetical
>GCA_002701455.1_FMAJACMO_00369,hypothetical
>GCA_002701455.1_FMAJACMO_00370,hypothetical
>GCA_002701455.1_FMAJACMO_00451,2-(hydroxymethyl)glutarate
>GCA_002701455.1_FMAJACMO_00452,hypothetical
>GCA_002701455.1_FMAJACMO_00453,hypothetical
>GCA_002701455.1_FMAJACMO_00454,Alpha-ketoglutarate-dependent
>GCA_002701455.1_FMAJACMO_00455,Alpha-ketoglutarate-dependent
>GCA_002701455.1_FMAJACMO_00456,Formyl-CoA:oxalate
>GCA_002701455.1_FMAJACMO_00457,hypothetical
>GCA_002701455.1_FMAJACMO_00458,Aryl-alcohol
>GCA_002701455.1_FMAJACMO_01203,hypothetical
>GCA_002701455.1_FMAJACMO_01205,O-ureido-L-serine
>GCA_002701455.1_FMAJACMO_01206,hypothetical
>GCA_002701455.1_FMAJACMO_01207,Alpha-ketoglutarate-dependent
>GCA_002701455.1_FMAJACMO_01208,putative
>GCA_002701455.1_FMAJACMO_01209,Flavin-dependent
>GCA_002701455.1_FMAJACMO_01210,hypothetical
>GCA_002701455.1_FMAJACMO_01624,3,6-anhydro-alpha-L-galactonate
>GCA_002701455.1_FMAJACMO_01625,hypothetical
>GCA_002701455.1_FMAJACMO_01626,RNA
>GCA_002701455.1_FMAJACMO_01627,Alpha-ketoglutarate-dependent
>GCA_002701455.1_FMAJACMO_01628,3-oxoacyl-[acyl-carrier-protein]
>GCA_002701455.1_FMAJACMO_01629,hypothetical
>GCA_002701455.1_FMAJACMO_01630,hypothetical
>GCA_002702965.1_DEJOCEDA_00346,hypothetical
>GCA_002702965.1_DEJOCEDA_00347,hypothetical
>GCA_002702965.1_DEJOCEDA_00348,hypothetical
>GCA_002702965.1_DEJOCEDA_00349,Alpha-ketoglutarate-dependent
>GCA_002702965.1_DEJOCEDA_00350,hypothetical
>GCA_002702965.1_DEJOCEDA_00351,hypothetical
>GCA_002702965.1_DEJOCEDA_00352,hypothetical
>GCA_002703485.1_CPNJKHNP_00095,Long-chain-fatty-acid--CoA
>GCA_002703485.1_CPNJKHNP_00096,Ubiquinone
>GCA_002703485.1_CPNJKHNP_00097,Peptidoglycan
>GCA_002703485.1_CPNJKHNP_00098,Alpha-ketoglutarate-dependent
>GCA_002703485.1_CPNJKHNP_00099,2-oxoisovalerate
>GCA_002703485.1_CPNJKHNP_00100,3-oxoacyl-[acyl-carrier-protein]
>GCA_002703485.1_CPNJKHNP_00101,Histidinol-phosphate
>GCA_002703485.1_CPNJKHNP_00985,hypothetical
>GCA_002703485.1_CPNJKHNP_00986,hypothetical
>GCA_002703485.1_CPNJKHNP_00987,hypothetical
>GCA_002703485.1_CPNJKHNP_00988,Alpha-ketoglutarate-dependent
>GCA_002703485.1_CPNJKHNP_00989,hypothetical
>GCA_002703485.1_CPNJKHNP_00990,Ubiquinone/menaquinone
>GCA_002703485.1_CPNJKHNP_00991,Cinnamoyl-CoA:phenyllactate
>GCA_002703485.1_CPNJKHNP_00992,L-lactate
>GCA_002703485.1_CPNJKHNP_00993,Nitrilotriacetate
>GCA_002703485.1_CPNJKHNP_00994,Alpha-ketoglutarate-dependent
>GCA_002703485.1_CPNJKHNP_00995,3-isopropylmalate
>GCA_002703485.1_CPNJKHNP_00996,3-isopropylmalate
>GCA_002703485.1_CPNJKHNP_00997,Quinone
>GCA_002703485.1_CPNJKHNP_01071,hypothetical
>GCA_002703485.1_CPNJKHNP_01072,L-asparaginase
>GCA_002703485.1_CPNJKHNP_01073,Homocysteine
>GCA_002703485.1_CPNJKHNP_01074,Alpha-ketoglutarate-dependent
>GCA_002703485.1_CPNJKHNP_01075,hypothetical
>GCA_002703485.1_CPNJKHNP_01076,hypothetical
>GCA_002703485.1_CPNJKHNP_01077,hypothetical
>GCA_002703485.1_CPNJKHNP_02248,6-aminohexanoate-cyclic-dimer
>GCA_002703485.1_CPNJKHNP_02249,hypothetical
>GCA_002703485.1_CPNJKHNP_02250,Ubiquinone/menaquinone
>GCA_002703485.1_CPNJKHNP_02251,Alpha-ketoglutarate-dependent
>GCA_002703485.1_CPNJKHNP_02252,Cytochrome
>GCA_002703485.1_CPNJKHNP_02253,L-fuculose
>GCA_002703485.1_CPNJKHNP_02254,hypothetical
>GCA_002704915.1_COBGMMLN_03536,4-hydroxybenzoate
>GCA_002704915.1_COBGMMLN_03537,hypothetical
>GCA_002704915.1_COBGMMLN_03538,Quinohemoprotein
>GCA_002704915.1_COBGMMLN_03539,Alpha-ketoglutarate-dependent
>GCA_002704915.1_COBGMMLN_03540,Vitamin
>GCA_002704915.1_COBGMMLN_03541,hypothetical
>GCA_002704915.1_COBGMMLN_03542,Vitamin
>GCA_002704915.1_COBGMMLN_03549,Type
>GCA_002704915.1_COBGMMLN_03550,hypothetical
>GCA_002704915.1_COBGMMLN_03551,hypothetical
>GCA_002704915.1_COBGMMLN_03552,Alpha-ketoglutarate-dependent
>GCA_002704915.1_COBGMMLN_03553,(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
>GCA_002704915.1_COBGMMLN_03554,sugar
>GCA_002704915.1_COBGMMLN_03555,Glycerate
>GCA_002709445.1_FOGFMPPH_01371,3-oxoacyl-[acyl-carrier-protein]
>GCA_002709445.1_FOGFMPPH_01372,hypothetical
>GCA_002709445.1_FOGFMPPH_01373,hypothetical
>GCA_002709445.1_FOGFMPPH_01374,Alpha-ketoglutarate-dependent
>GCA_002709445.1_FOGFMPPH_01375,hypothetical
>GCA_002709445.1_FOGFMPPH_01376,hypothetical
>GCA_002709445.1_FOGFMPPH_01377,hypothetical
>GCA_002709445.1_FOGFMPPH_02730,Deaminated
>GCA_002709445.1_FOGFMPPH_02731,Outer
>GCA_002709445.1_FOGFMPPH_02732,hypothetical
>GCA_002709445.1_FOGFMPPH_02733,Alpha-ketoglutarate-dependent
>GCA_002709445.1_FOGFMPPH_02734,hypothetical
>GCA_002709445.1_FOGFMPPH_02735,hypothetical
>GCA_002709445.1_FOGFMPPH_02736,hypothetical
>GCA_002709695.1_JOIHCLEC_02175,hypothetical
>GCA_002709695.1_JOIHCLEC_02176,Serine/threonine-protein
>GCA_002709695.1_JOIHCLEC_02177,NAD-dependent
>GCA_002709695.1_JOIHCLEC_02178,Alpha-ketoglutarate-dependent
>GCA_002709695.1_JOIHCLEC_02179,Acetolactate
>GCA_002709695.1_JOIHCLEC_02180,hypothetical
>GCA_002709695.1_JOIHCLEC_02181,hypothetical
>GCA_002711555.1_EDAJKIEP_02421,hypothetical
>GCA_002711555.1_EDAJKIEP_02422,3-alpha-hydroxycholanate
>GCA_002711555.1_EDAJKIEP_02423,hypothetical
>GCA_002711555.1_EDAJKIEP_02424,Alpha-ketoglutarate-dependent
>GCA_002711555.1_EDAJKIEP_02425,Glutathione
>GCA_002711555.1_EDAJKIEP_02426,N-carbamoyl-D-amino
>GCA_002711555.1_EDAJKIEP_02427,Acetyl-CoA:oxalate
>GCA_002712985.1_DJOPEKHH_01661,Lactate-binding
>GCA_002712985.1_DJOPEKHH_01662,hypothetical
>GCA_002712985.1_DJOPEKHH_01663,C4-dicarboxylate
>GCA_002712985.1_DJOPEKHH_01664,Alpha-ketoglutarate-dependent
>GCA_002712985.1_DJOPEKHH_01665,2-epi-5-epi-valiolone
>GCA_002712985.1_DJOPEKHH_01666,Disulfide-bond
>GCA_002712985.1_DJOPEKHH_01667,hypothetical
>GCA_002713365.1_IFGJOFLD_00401,Ribosomal
>GCA_002713365.1_IFGJOFLD_00402,hypothetical
>GCA_002713365.1_IFGJOFLD_00403,Low
>GCA_002713365.1_IFGJOFLD_00405,Alpha-ketoglutarate-dependent
>GCA_002713365.1_IFGJOFLD_00406,Na(+)/H(+)
>GCA_002713365.1_IFGJOFLD_00407,N-succinyl-L-Arg/Lys
>GCA_002713365.1_IFGJOFLD_00408,L-carnitine
>GCA_002715005.1_AFGJILBM_00300,Alpha-ketoglutarate-dependent
>GCA_002715005.1_AFGJILBM_00301,hypothetical
>GCA_002715005.1_AFGJILBM_00302,Glutathione
>GCA_002715005.1_AFGJILBM_00303,Alpha-ketoglutarate-dependent
>GCA_002715005.1_AFGJILBM_00304,hypothetical
>GCA_002715005.1_AFGJILBM_00305,3-alpha-hydroxycholanate
>GCA_002715005.1_AFGJILBM_00306,hypothetical
>GCA_002715005.1_AFGJILBM_01074,Protein
>GCA_002715005.1_AFGJILBM_01075,Acetolactate
>GCA_002715005.1_AFGJILBM_01076,Para-nitrobenzyl
>GCA_002715005.1_AFGJILBM_01077,Alpha-ketoglutarate-dependent
>GCA_002715005.1_AFGJILBM_01078,hypothetical
>GCA_002715005.1_AFGJILBM_01079,hypothetical
>GCA_002715005.1_AFGJILBM_01080,hypothetical
>GCA_002715005.1_AFGJILBM_01523,hypothetical
>GCA_002715005.1_AFGJILBM_01524,hypothetical
>GCA_002715005.1_AFGJILBM_01525,hypothetical
>GCA_002715005.1_AFGJILBM_01526,Alpha-ketoglutarate-dependent
>GCA_002715005.1_AFGJILBM_01527,Choline-sulfatase
>GCA_002715005.1_AFGJILBM_01528,hypothetical
>GCA_002715005.1_AFGJILBM_01529,hypothetical
>GCA_002715005.1_AFGJILBM_02618,2-methylcitrate
>GCA_002715005.1_AFGJILBM_02619,hypothetical
>GCA_002715005.1_AFGJILBM_02620,Glutamyl-tRNA(Gln)
>GCA_002715005.1_AFGJILBM_02621,Alpha-ketoglutarate-dependent
>GCA_002715005.1_AFGJILBM_02622,Glutathione
>GCA_002715005.1_AFGJILBM_02623,Oligopeptide
>GCA_002715005.1_AFGJILBM_02624,hypothetical
>GCA_002717045.1_IGEEJLKA_00315,hypothetical
>GCA_002717045.1_IGEEJLKA_00316,hypothetical
>GCA_002717045.1_IGEEJLKA_00317,hypothetical
>GCA_002717045.1_IGEEJLKA_00318,Alpha-ketoglutarate-dependent
>GCA_002717045.1_IGEEJLKA_00319,hypothetical
>GCA_002717045.1_IGEEJLKA_00320,hypothetical
>GCA_002717045.1_IGEEJLKA_00321,N-acyl-D-glutamate
>GCA_002717185.1_NADFIMON_00142,Queuine
>GCA_002717185.1_NADFIMON_00143,NADPH-dependent
>GCA_002717185.1_NADFIMON_00144,Epoxyqueuosine
>GCA_002717185.1_NADFIMON_00145,Alpha-ketoglutarate-dependent
>GCA_002717185.1_NADFIMON_00146,hypothetical
>GCA_002717185.1_NADFIMON_00147,hypothetical
>GCA_002717185.1_NADFIMON_00148,Bicarbonate
>GCA_002717185.1_NADFIMON_01122,Lipopolysaccharide
>GCA_002717185.1_NADFIMON_01123,Putative
>GCA_002717185.1_NADFIMON_01124,Kynurenine
>GCA_002717185.1_NADFIMON_01125,Alpha-ketoglutarate-dependent
>GCA_002717185.1_NADFIMON_01126,2-hydroxy-3-oxopropionate
>GCA_002717185.1_NADFIMON_01127,(S)-1-Phenylethanol
>GCA_002717185.1_NADFIMON_01128,Multidrug
>GCA_002717185.1_NADFIMON_02552,Arylesterase
>GCA_002717185.1_NADFIMON_02553,Protein
>GCA_002717185.1_NADFIMON_02554,putative
>GCA_002717185.1_NADFIMON_02555,Alpha-ketoglutarate-dependent
>GCA_002717185.1_NADFIMON_02556,Short-chain-enoyl-CoA
>GCA_002717185.1_NADFIMON_02557,Acetophenone
>GCA_002717185.1_NADFIMON_02558,Acetophenone
>GCA_002717185.1_NADFIMON_02677,hypothetical
>GCA_002717185.1_NADFIMON_02678,Glutamate--tRNA
>GCA_002717185.1_NADFIMON_02679,Haloalkane
>GCA_002717185.1_NADFIMON_02680,Alpha-ketoglutarate-dependent
>GCA_002717185.1_NADFIMON_02681,hypothetical
>GCA_002717185.1_NADFIMON_02682,Bicyclomycin
>GCA_002717185.1_NADFIMON_02683,Acetophenone
>GCA_002717185.1_NADFIMON_02691,hypothetical
>GCA_002717185.1_NADFIMON_02692,F420-dependent
>GCA_002717185.1_NADFIMON_02693,hypothetical
>GCA_002717185.1_NADFIMON_02694,Alpha-ketoglutarate-dependent
>GCA_002717185.1_NADFIMON_02695,hypothetical
>GCA_002717185.1_NADFIMON_02696,Peroxiredoxin
>GCA_002717185.1_NADFIMON_02697,3-methylmercaptopropionyl-CoA
>GCA_002717185.1_NADFIMON_02846,hypothetical
>GCA_002717185.1_NADFIMON_02847,Phenylacetone
>GCA_002717185.1_NADFIMON_02848,hypothetical
>GCA_002717185.1_NADFIMON_02849,Alpha-ketoglutarate-dependent
>GCA_002717185.1_NADFIMON_02850,Phenylacetone
>GCA_002717185.1_NADFIMON_02851,Cytochrome
>GCA_002717185.1_NADFIMON_02852,hypothetical
>GCA_002717185.1_NADFIMON_03234,hypothetical
>GCA_002717185.1_NADFIMON_03235,Crotonyl-CoA
>GCA_002717185.1_NADFIMON_03236,hypothetical
>GCA_002717185.1_NADFIMON_03237,(S)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
>GCA_002717185.1_NADFIMON_03238,hypothetical
>GCA_002717185.1_NADFIMON_03239,hypothetical
>GCA_002717185.1_NADFIMON_03240,Galactarate
>GCA_002717895.1_NJBLEHAP_00287,hypothetical
>GCA_002717895.1_NJBLEHAP_00288,hypothetical
>GCA_002717895.1_NJBLEHAP_00289,hypothetical
>GCA_002717895.1_NJBLEHAP_00290,Alpha-ketoglutarate-dependent
>GCA_002717895.1_NJBLEHAP_00291,Alpha-ketoglutarate-dependent
>GCA_002717895.1_NJBLEHAP_00292,Succinyl-CoA--L-malate
>GCA_002717895.1_NJBLEHAP_00293,hypothetical
>GCA_002717895.1_NJBLEHAP_01899,hypothetical
>GCA_002717895.1_NJBLEHAP_01900,Flavin-dependent
>GCA_002717895.1_NJBLEHAP_01901,putative
>GCA_002717895.1_NJBLEHAP_01902,Alpha-ketoglutarate-dependent
>GCA_002717895.1_NJBLEHAP_01903,hypothetical
>GCA_002717895.1_NJBLEHAP_01904,hypothetical
>GCA_002717895.1_NJBLEHAP_01905,O-ureido-L-serine
>GCA_002717895.1_NJBLEHAP_02070,hypothetical
>GCA_002717895.1_NJBLEHAP_02071,Alanine
>GCA_002717895.1_NJBLEHAP_02072,hypothetical
>GCA_002717895.1_NJBLEHAP_02073,Alpha-ketoglutarate-dependent
>GCA_002717895.1_NJBLEHAP_02074,hypothetical
>GCA_002717895.1_NJBLEHAP_02075,hypothetical
>GCA_002717895.1_NJBLEHAP_02076,hypothetical
>GCA_002718015.1_BHAJIHCI_00065,Acetyl-CoA:oxalate
>GCA_002718015.1_BHAJIHCI_00066,N-carbamoyl-D-amino
>GCA_002718015.1_BHAJIHCI_00067,Glutathione
>GCA_002718015.1_BHAJIHCI_00068,Alpha-ketoglutarate-dependent
>GCA_002718015.1_BHAJIHCI_00069,hypothetical
>GCA_002718015.1_BHAJIHCI_00070,3-alpha-hydroxycholanate
>GCA_002718015.1_BHAJIHCI_00071,hypothetical
>GCA_002718815.1_EDGFEFDI_04660,Protein
>GCA_002718815.1_EDGFEFDI_04661,Outer
>GCA_002718815.1_EDGFEFDI_04662,hypothetical
>GCA_002718815.1_EDGFEFDI_04663,Alpha-ketoglutarate-dependent
>GCA_002718815.1_EDGFEFDI_04664,3-oxoacyl-[acyl-carrier-protein]
>GCA_002718815.1_EDGFEFDI_04665,Inositol
>GCA_002718815.1_EDGFEFDI_04666,putative
>GCA_002720535.1_GPEABFJP_00661,7-carboxy-7-deazaguanine
>GCA_002720535.1_GPEABFJP_00662,6-carboxy-5,6,7,8-tetrahydropterin
>GCA_002720535.1_GPEABFJP_00663,NADPH-dependent
>GCA_002720535.1_GPEABFJP_00664,Alpha-ketoglutarate-dependent
>GCA_002720535.1_GPEABFJP_00665,Phosphoheptose
>GCA_002720535.1_GPEABFJP_00666,hypothetical
>GCA_002720535.1_GPEABFJP_00667,hypothetical
>GCA_002720855.1_BOJJELKL_01207,Single-stranded-DNA-specific
>GCA_002720855.1_BOJJELKL_01208,hypothetical
>GCA_002720855.1_BOJJELKL_01210,hypothetical
>GCA_002720855.1_BOJJELKL_01211,Alpha-ketoglutarate-dependent
>GCA_002720855.1_BOJJELKL_01212,hypothetical
>GCA_002720855.1_BOJJELKL_01213,hypothetical
>GCA_002720855.1_BOJJELKL_01214,hypothetical
>GCA_002720855.1_BOJJELKL_02809,2,6-dihydropseudooxynicotine
>GCA_002720855.1_BOJJELKL_02810,Enamidase
>GCA_002720855.1_BOJJELKL_02811,L-fuculose
